BSS Id,Receiver address,Transmitter address,Type/Subtype,PHY type,MCS Index,Bandwidth,Short GI,Data Rate,Signal strength,Noise level,Signal/noise ratio,Actual Channel,Retry
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-94.0,58.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-35.0,-94.0,59.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0008,20,False,864.7,-50.0,-94.0,44.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-93.0,57.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-93.0,57.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0008,20,False,864.7,-50.0,-93.0,43.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0008,20,False,864.7,-51.0,-93.0,42.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-93.0,57.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-93.0,57.0,36,False
0c:67:14:92:8c:44,82:f8:6a:22:08:9f,0c:67:14:92:8c:44,0x0028,11,0x0007,20,False,720.6,-49.0,-93.0,44.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-35.0,-93.0,58.0,36,False
0c:67:14:92:8c:44,82:f8:6a:22:08:9f,0c:67:14:92:8c:44,0x0028,11,0x0007,20,False,720.6,-49.0,-93.0,44.0,36,False
0c:67:14:92:8c:44,82:f8:6a:22:08:9f,0c:67:14:92:8c:44,0x0028,11,0x0007,20,False,720.6,-49.0,-93.0,44.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,82:f8:6a:22:08:9f,0x0028,11,0x0007,20,False,720.6,-49.0,-93.0,44.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-93.0,57.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-50.0,-93.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0008,20,False,864.7,-49.0,-93.0,44.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0009,20,False,907.4,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0009,20,False,907.4,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0009,20,False,907.4,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0009,20,False,907.4,-33.0,-93.0,60.0,36,True
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,907.4,-49.0,-93.0,44.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,907.4,-49.0,-93.0,44.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-33.0,-93.0,60.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,907.4,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-32.0,-92.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-32.0,-92.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-32.0,-92.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-32.0,-92.0,60.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-48.0,-92.0,44.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-50.0,-92.0,42.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-32.0,-92.0,60.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,907.4,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,816.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,907.4,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,907.4,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-92.0,56.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-92.0,56.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,907.4,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,907.4,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-56.0,-92.0,36.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-50.0,-92.0,42.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-59.0,-92.0,33.0,36,True
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,True
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,960.8,-48.0,-92.0,44.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,960.8,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,960.8,-50.0,-92.0,42.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,960.8,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,82:f8:6a:22:08:9f,0c:67:14:92:8c:44,0x0028,11,0x0007,20,False,720.6,-51.0,-92.0,41.0,36,False
0c:67:14:92:8c:44,82:f8:6a:22:08:9f,0c:67:14:92:8c:44,0x0028,11,0x0008,20,False,816.7,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-34.0,-92.0,58.0,36,False
0c:67:14:92:8c:44,82:f8:6a:22:08:9f,0c:67:14:92:8c:44,0x0028,11,0x0008,20,False,816.7,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,82:f8:6a:22:08:9f,0c:67:14:92:8c:44,0x0028,11,0x0008,20,False,816.7,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-92.0,56.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-92.0,56.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,960.8,-56.0,-92.0,36.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,960.8,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-34.0,-92.0,58.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-34.0,-92.0,58.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-58.0,-92.0,34.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0008,20,False,864.7,-49.0,-92.0,43.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0c:67:14:92:8c:44,0x0028,11,0x0009,20,False,960.8,-50.0,-92.0,42.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-35.0,-92.0,57.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0024,5,N/A,20,False,24.0,-36.0,-92.0,56.0,36,False
0c:67:14:92:8c:44,0c:67:14:92:8c:44,be:19:e4:1c:ae:a6,0x0028,11,0x0008,20,False,864.7,-33.0,-92.0,59.0,36,False
